trainee_id,trainee_name,final_rank,是否成团,weibo_post_count,reposts_sum,comments_sum,likes_sum,query_attempts,query_success,window_success_count,window_count
chuang2021_055,范臻尔,55,0,142,81332,10552,268385,html:初评级阶段:范臻尔 创造营2021:200:26 | html:小组竞演与主题曲阶段:范臻尔 创造营2021:200:25 | html:首次排名阶段:范臻尔 创造营2021:200:24 | html:位置测评与第二次排名阶段:范臻尔 创造营2021:200:22 | html:主题考核与第三次排名阶段:范臻尔 创造营2021:200:25 | html:决赛阶段:范臻尔 创造营2021:200:20,1,6,6
chuang2021_056,大卫,56,0,125,2438,3845,45773,html:初评级阶段:大卫 创造营2021:200:21 | html:小组竞演与主题曲阶段:大卫 创造营2021:200:19 | html:首次排名阶段:大卫 创造营2021:200:22 | html:位置测评与第二次排名阶段:大卫 创造营2021:200:20 | html:主题考核与第三次排名阶段:大卫 创造营2021:200:19 | html:决赛阶段:大卫 创造营2021:200:24,1,6,6
chuang2021_057,李泽坤,57,0,113,1100,5125,73749,html:初评级阶段:李泽坤 创造营2021:200:23 | html:小组竞演与主题曲阶段:李泽坤 创造营2021:200:22 | html:首次排名阶段:李泽坤 创造营2021:200:21 | html:位置测评与第二次排名阶段:李泽坤 创造营2021:200:20 | html:主题考核与第三次排名阶段:李泽坤 创造营2021:200:17 | html:决赛阶段:李泽坤 创造营2021:200:15,1,6,6
chuang2021_058,林煜修,58,0,134,369,2644,22057,html:初评级阶段:林煜修 创造营2021:200:22 | html:小组竞演与主题曲阶段:林煜修 创造营2021:200:27 | html:首次排名阶段:林煜修 创造营2021:200:27 | html:位置测评与第二次排名阶段:林煜修 创造营2021:200:14 | html:主题考核与第三次排名阶段:林煜修 创造营2021:200:20 | html:决赛阶段:林煜修 创造营2021:200:24,1,6,6
chuang2021_059,李家豪,59,0,129,608,4124,24507,html:初评级阶段:李家豪 创造营2021:200:26 | html:小组竞演与主题曲阶段:李家豪 创造营2021:200:26 | html:首次排名阶段:李家豪 创造营2021:200:26 | html:位置测评与第二次排名阶段:李家豪 创造营2021:200:28 | html:主题考核与第三次排名阶段:李家豪 创造营2021:200:14 | html:决赛阶段:李家豪 创造营2021:200:24,1,6,6
chuang2021_060,都筑雄哉,60,0,125,1360,6680,102864,html:初评级阶段:都筑雄哉 创造营2021:200:22 | html:小组竞演与主题曲阶段:都筑雄哉 创造营2021:200:23 | html:首次排名阶段:都筑雄哉 创造营2021:200:29 | html:位置测评与第二次排名阶段:都筑雄哉 创造营2021:200:19 | html:主题考核与第三次排名阶段:都筑雄哉 创造营2021:200:23 | html:决赛阶段:都筑雄哉 创造营2021:200:19,1,6,6
chuang2021_061,刘唐辉,61,0,136,2554,3997,32086,html:初评级阶段:刘唐辉 创造营2021:200:24 | html:小组竞演与主题曲阶段:刘唐辉 创造营2021:200:22 | html:首次排名阶段:刘唐辉 创造营2021:200:27 | html:位置测评与第二次排名阶段:刘唐辉 创造营2021:200:25 | html:主题考核与第三次排名阶段:刘唐辉 创造营2021:200:16 | html:决赛阶段:刘唐辉 创造营2021:200:22,1,6,6
chuang2021_062,怿涵,62,0,144,575,2338,22440,html:初评级阶段:怿涵 创造营2021:200:25 | html:小组竞演与主题曲阶段:怿涵 创造营2021:200:21 | html:首次排名阶段:怿涵 创造营2021:200:23 | html:位置测评与第二次排名阶段:怿涵 创造营2021:200:27 | html:主题考核与第三次排名阶段:怿涵 创造营2021:200:22 | html:决赛阶段:怿涵 创造营2021:200:26,1,6,6
chuang2021_063,喜内优心,63,0,149,1869,9312,54514,html:初评级阶段:喜内优心 创造营2021:200:23 | html:小组竞演与主题曲阶段:喜内优心 创造营2021:200:24 | html:首次排名阶段:喜内优心 创造营2021:200:21 | html:位置测评与第二次排名阶段:喜内优心 创造营2021:200:26 | html:主题考核与第三次排名阶段:喜内优心 创造营2021:200:27 | html:决赛阶段:喜内优心 创造营2021:200:28,1,6,6
chuang2021_064,李嘉祥,64,0,143,2780,6812,118365,html:初评级阶段:李嘉祥 创造营2021:200:22 | html:小组竞演与主题曲阶段:李嘉祥 创造营2021:200:24 | html:首次排名阶段:李嘉祥 创造营2021:200:25 | html:位置测评与第二次排名阶段:李嘉祥 创造营2021:200:23 | html:主题考核与第三次排名阶段:李嘉祥 创造营2021:200:27 | html:决赛阶段:李嘉祥 创造营2021:200:22,1,6,6
